SEQUENCEID	NumColumns	Rank	AssignedTax
PC1454709	1	sp	1543721
PC1492097	6	sp	1238
PC768816	7	sp	1238
PC740130	7	sp	657445
PC1548134	5	sp	1238
PC482469	1	sp	1543721
PC139635	1	sp	28885
PC764739	7	sp	1238
PC691977	3	sp	1238
PC158297	7	sp	1238
PC320289	5	sp	1238
PC300304	1	sp	191960
PC16786	1	sp	1543721
PC1224693	1	sp	1543721
PC1434819	1	sp	2007306
PC715068	1	sp	1248727
PC1104844	2	gen	262
PC498339	1	sp	1543721
PC1540087	2	sp	1427364
PC335109	1	sp	980561
PC647281	3	sp	1238
PC508814	1	sp	1543721
PC1146068	7	sp	1238
PC516365	6	sp	1238
PC458289	2	sp	1238
PC802614	6	sp	1238
PC1421202	1	sp	1543721
PC1013631	7	sp	1238
PC1065493	1	sp	63656
PC1479581	2	sp	1238
PC1543533	7	sp	1238
PC380515	1	sp	573569
PC130890	1	sp	1543721
PC443382	1	sp	1238
PC583975	1	sp	1543721
PC725812	7	sp	1238
PC1324014	1	sp	1543721
PC1336993	2	sp	1238
PC1492099	7	sp	1238
PC722485	1	sp	1543721
PC1177771	1	sp	1543721
PC959581	13	gen	262
PC199323	2	gen	349742
PC338742	7	sp	657445
PC332253	1	sp	1543721
PC611881	7	sp	1238
PC436068	1	sp	1543721
PC797623	1	sp	1543721
PC1298490	3	sp	1238
PC566865	6	sp	657445
PC1219519	1	sp	1543721
PC442276	9	sp	1238
PC1577028	1	sp	1543721
PC793616	1	sp	1896164
PC1245904	2	gen	262
PC1432239	1	sp	1543721
PC1480453	1	sp	1248727
PC583438	2	sp	657445
PC844126	7	sp	1238
PC951211	2	gen	262
PC119007	6	sp	657445
PC1158934	4	sp	1238
PC1438039	1	sp	1543721
PC453662	1	sp	1543721
PC265799	1	sp	1543721
PC1032462	5	sp	1238
PC682244	5	sp	1238
PC376655	1	sp	1248727
PC439168	1	sp	1248727
PC727084	7	sp	1238
PC413918	1	sp	1543721
PC1147271	1	sp	1543721
PC543336	2	sp	1427364
PC729555	1	sp	1547445
PC1144688	2	sp	1238
PC254697	3	sp	1238
PC884077	1	sp	1238
PC593162	2	gen	349742
PC1290431	8	sp	657445
PC1226184	6	sp	1238
PC1305978	2	sp	1427364
PC1432897	1	sp	1248727
PC23118	2	sp	1238
PC1020211	6	sp	1238
PC111691	1	sp	1543721
PC390338	7	sp	657445
PC1121450	7	sp	1238
PC1565000	5	sp	1238
PC1097566	1	sp	1547445
PC352744	1	sp	1248727
PC704964	1	sp	1547445
PC256952	5	sp	1238
PC527619	1	sp	1248727
PC1396323	4	sp	657445
PC261690	6	sp	1238
PC1412975	7	sp	1238
PC607517	4	sp	1238
PC1058562	1	sp	1427364
PC765597	1	sp	1543721
PC1101258	6	sp	1238
PC1051017	7	sp	1238
PC581721	1	sp	1238
PC974520	1	sp	1475481
PC1316861	1	sp	573570
PC1286626	1	sp	1543721
PC864766	1	sp	573569
PC261774	1	sp	1238
PC799104	6	sp	1238
PC351137	6	sp	1238
PC1158447	1	sp	1896164
PC416519	1	sp	1248727
PC695828	1	sp	1543721
PC597540	7	sp	1238
PC1390793	2	sp	386487
PC493436	7	sp	1238
PC1295360	1	sp	1543721
PC696569	8	sp	657445
PC420386	7	sp	1238
PC246351	7	sp	657445
PC946877	7	sp	1238
PC212315	2	gen	262
PC1449399	1	sp	1543721
PC1216953	189	sp	446
PC911383	7	sp	1238
PC1536281	1	sp	1543721
PC381331	1	sp	1547445
PC620908	1	sp	1543721
PC1234062	1	sp	1248727
PC948494	7	sp	1238
PC1026758	1	sp	1547445
PC649732	2	sp	1238
PC252164	1	sp	1547445
PC1040773	5	sp	1238
PC120052	1	sp	573569
PC1290664	4	sp	1238
PC451397	7	sp	1238
PC755878	7	sp	1238
PC1323396	1	sp	1248727
PC1111833	0	root	1
PC269863	1	sp	1543721
PC1412523	7	sp	1238
PC202395	1	sp	1248727
PC1143103	7	sp	1238
PC28577	1	sp	1543721
PC1381474	0	root	1
PC1329276	1	sp	1427364
PC1162967	1	sp	1427364
PC847467	7	sp	1238
PC493961	1	sp	392484
PC866661	1	sp	1543721
PC687851	7	sp	1238
PC410292	7	sp	1238
PC260340	1	sp	1427364
PC873082	1	sp	1547445
PC282657	7	sp	1238
PC1209300	1	sp	1427364
PC867662	1	sp	573570
PC1525203	1	sp	1248727
PC575378	7	sp	1238
PC1164623	7	sp	1238
PC66987	1	sp	1248727
PC1494666	7	sp	1238
PC975043	1	sp	1427364
PC1510332	1	sp	1543721
PC1285140	12	sp	1238
PC111870	6	sp	1238
PC1019405	8	sp	1238
PC837706	6	sp	1238
PC1214946	1	sp	1547445
PC354932	2	sp	1238
PC1405463	1	sp	1543721
PC188146	2	sp	657445
PC848744	2	sp	657445
PC1524516	7	sp	657445
PC682473	1	sp	1542390
PC771108	7	sp	657445
PC779509	1	sp	1543721
PC358579	1	sp	1248727
PC1488931	2	gen	349742
PC151057	7	sp	1238
PC130083	7	sp	657445
PC1384767	1	sp	1543721
PC919678	1	sp	1543721
PC377671	3	sp	1238
PC757832	13	sp	1238
PC971061	1	sp	63656
PC1179651	1	sp	1248727
PC975103	12	sp	1238
PC242284	1	sp	1543721
PC819102	1	sp	1543721
PC131052	1	sp	1543721
PC1468102	2	sp	28088
PC178082	1	sp	1238
PC167827	2	sp	1427364
PC641765	3	sp	657445
PC68333	7	sp	1238
PC1391771	1	sp	1543721
PC1054389	6	sp	1238
PC434638	1	sp	1238
PC844665	7	sp	657445
PC38946	6	sp	1238
PC1042524	1	sp	1248727
PC1292619	1	sp	1706046
PC456881	8	sp	1238
PC58951	1	sp	1248727
PC775109	1	sp	1427364
PC434556	7	sp	657445
PC1348625	7	sp	1238
PC1180975	1	sp	1248727
PC321108	7	sp	1238
PC1308832	7	sp	657445
PC170982	1	sp	1918948
PC1155710	7	sp	1238
PC164612	1	sp	1547445
PC1188219	1	sp	1248727
PC1349228	2	sp	1427364
PC1048086	1	sp	1543721
PC12448	1	sp	1543721
PC1109669	7	sp	1238
PC905128	1	sp	549298
PC915609	2	gen	262
PC1518962	2	sp	386487
PC1538845	1	sp	1248727
PC342697	1	sp	1547445
PC954862	4	sp	1238
PC740137	1	sp	1238
PC183474	6	sp	1238
PC1249380	1	sp	1248727
PC800994	1	sp	1238
PC1568476	1	sp	1543721
PC416492	2	sp	1238
PC339616	2	sp	1238
PC901524	1	sp	2065820
PC742785	1	sp	1238
PC619302	1	sp	1775636
PC1222332	1	sp	1427364
PC632695	7	sp	1238
PC33107	2	sp	1238
PC23157	1	sp	1543721
PC1122306	4	sp	1238
PC873104	1	sp	1248727
PC1299639	7	sp	657445
PC169835	7	sp	1238
PC675460	2	sp	954
PC195578	4	sp	1238
PC441292	1	sp	1543721
PC254029	1	sp	63656
PC1004806	7	sp	1238
PC916339	7	sp	1238
PC139300	1	sp	1543721
PC123919	7	sp	1238
PC1076165	7	sp	1238
PC950801	2	sp	28885
PC1207749	1	sp	133539
PC236494	1	sp	1427364
PC399900	7	sp	1238
PC277718	7	sp	1238
PC782682	7	sp	1238
PC850178	7	sp	657445
PC604521	7	sp	657445
PC172929	3	sp	1238
PC1322159	1	sp	1248727
PC544132	4	sp	1238
PC1578563	3	sp	657445
PC46938	7	sp	1238
PC964741	1	sp	1248727
PC274292	7	sp	1238
PC1338056	6	sp	1238
PC795304	7	sp	1238
PC683457	7	sp	1238
PC569366	7	sp	657445
PC73587	7	sp	1238
PC658731	7	sp	1238
PC1567616	2	sp	1238
PC1313640	2	sp	1238
PC1513165	6	sp	657445
PC1006458	1	sp	1543721
PC454045	7	sp	1238
PC1127933	1	sp	1543721
PC1048206	0	root	1
PC82733	2	cls	1236
PC840955	1	sp	191960
PC434937	1	sp	1896164
PC1087361	6	sp	1238
PC351070	1	sp	1543721
PC1301169	2	fam	135616
PC1048660	2	sp	1427364
PC1107490	1	sp	1543721
PC780824	1	sp	1543721
PC1007013	6	sp	1238
PC356989	1	sp	2065820
PC1023899	2	sp	1238
PC375849	2	gen	28884
PC1187962	7	sp	1238
PC1224848	2	sp	1238
PC423709	1	sp	1543721
PC90153	6	sp	1238
PC701044	2	sp	1238
PC1504555	7	sp	1238
PC1023897	1	sp	1543721
PC1155036	2	ordr	135613
PC258574	1	sp	1248727
PC598124	1	sp	1543721
PC1368743	7	sp	657445
PC1418997	7	sp	657445
PC106978	5	sp	1238
PC557067	3	sp	1238
PC715433	1	sp	1543721
PC299576	1	sp	1248727
PC222621	1	sp	1543721
PC393955	7	sp	1238
PC819501	1	sp	1427364
PC557857	1	sp	191960
PC1146118	1	sp	191960
PC883307	7	sp	1238
PC1106010	1	sp	1543721
PC1374845	1	sp	1427364
PC177294	1	sp	1543721
PC1011876	7	sp	1238
PC518800	7	sp	1238
PC767275	11	sp	1238
PC185477	5	sp	1238
PC733121	1	sp	999
PC674045	1	sp	99286
PC840596	1	sp	1458515
PC100490	4	gen	143222
PC859270	1	sp	206041
PC903710	2	gen	292691
PC387334	1	sp	206041
PC235570	1	sp	313603
PC507725	2	gen	143222
PC871989	1	sp	320787
PC852771	1	sp	2058306
PC844208	1	sp	104
PC943896	1	sp	411153
PC650656	1	sp	1250205
PC746363	46	sp	96345
PC1449943	3	gen	104267
PC1516562	1	sp	447689
PC150814	1	sp	1458515
PC1089761	1	sp	29549
PC1364948	1	sp	1350429
PC1038621	1	sp	1458515
PC1541790	2	sp	1774273
PC917716	1	sp	1729720
PC1170536	1	sp	313603
PC316029	1	sp	447689
PC601217	3	sp	96345
PC656451	1	sp	1008
PC796504	1	sp	1458515
PC6096	1	sp	1350429
PC1479835	2	gen	292691
PC827657	1	sp	411153
PC479128	4	gen	237
PC597008	5	gen	178469
PC624448	1	sp	411153
PC579792	1	sp	320324
PC1038733	1	sp	411153
PC168101	1	sp	1458515
PC1273063	1	sp	754409
PC1090851	2	sp	1774273
PC898871	1	sp	251
PC1243699	1	sp	320787
PC1107657	3	sp	96345
PC1014385	1	sp	1336802
PC54709	1	sp	1336802
PC924931	1	sp	1458515
PC589204	2	sp	96345
PC731303	1	sp	206041
PC243910	1	sp	1798237
PC357694	15	sp	96345
PC1564327	1	sp	1453352
PC1221827	2	gen	68288
PC634837	1	sp	1458515
PC1020800	2	gen	143222
PC723112	6	gen	104264
PC115269	1	sp	1458515
PC425013	5	sp	96345
PC481714	1	sp	516051
PC258664	1	sp	398743
PC1431118	1	sp	313603
PC710868	1	sp	1350429
PC1298189	1	sp	558155
PC1052829	1	sp	313603
PC676222	1	sp	206041
PC458152	1	sp	1458515
PC1329854	2	sp	1774273
PC1366518	1	sp	411153
PC1432366	2	sp	1774273
PC1379038	1	sp	99286
PC1561905	1	sp	447689
PC496100	2	gen	292691
PC897874	3	fam	49546
PC825328	1	sp	313603
PC673950	1	sp	1458515
PC1186080	2	gen	68288
PC712425	1	sp	320787
PC934344	1	sp	999
PC954228	1	sp	96345
PC687987	2	gen	291183
PC971320	1	sp	320787
PC1466143	1	sp	313603
PC320397	1	sp	99286
PC718401	2	gen	237
PC365315	1	sp	493375
PC1476395	1	sp	1458515
PC143891	1	sp	96345
PC1133805	1	sp	447689
PC30782	2	fam	49546
PC1118326	1	sp	1729720
PC483981	1	sp	447689
PC222042	1	sp	447689
PC983876	1	sp	320787
PC1202502	2	gen	104267
PC32259	1	sp	1458515
PC302818	1	sp	1453352
PC1435244	1	sp	1089305
PC1128616	1	sp	1929267
PC285147	1	sp	1458515
PC1369319	1	sp	447689
PC1011664	1	sp	1336802
PC391524	10	sp	146919
PC1041488	1	sp	206041
PC908850	17	sp	96345
PC988080	2	gen	68288
PC1232853	2	sp	1774273
PC1360747	2	gen	52959
PC6799	1	sp	447689
PC397854	8	sp	96345
PC1015442	1	sp	251
PC1299723	1	sp	447689
PC1376413	0	root	1
PC966155	4	sp	96345
PC1083608	40	sp	96345
PC199876	1	sp	1458515
PC14725	1	sp	999
PC164522	1	sp	1168035
PC1383244	1	sp	641549
PC943881	1	sp	1168035
PC851774	48	sp	96345
PC676372	1	sp	411153
PC1547771	1	sp	1850252
PC1329948	1	sp	143223
PC1020385	1	sp	999
PC328553	1	sp	411153
PC999876	1	sp	999
PC662574	1	sp	1336802
PC1022254	42	sp	96345
PC683458	1	sp	1458515
PC813060	1	sp	1458515
PC379830	6	gen	104264
PC114601	1	sp	1458515
PC1261559	1	sp	195907
PC183823	1	sp	271157
PC764343	1	sp	206041
PC412063	1	sp	754409
PC49042	1	sp	1458515
PC530288	1	sp	547188
PC1142701	2	gen	363408
PC319212	1	sp	1548456
PC1409217	1	sp	754409
PC1522691	1	sp	1336804
PC530993	3	gen	52959
PC1356913	50	sp	96345
PC1520564	1	sp	111501
PC693911	2	gen	68288
PC769740	2	gen	111500
PC1152861	1	sp	279359
PC1573663	3	fam	49546
PC52141	1	sp	241145
PC351203	2	gen	52959
PC65508	1	sp	1008
PC1446053	1	sp	57029
PC1028304	1	sp	999
PC5461	1	sp	2100726
PC35548	3	gen	143222
PC338554	1	sp	1125876
PC251255	3	sp	96345
PC76192	49	sp	96345
PC535718	1	sp	320787
PC368926	1	sp	447422
PC641820	1	sp	1458515
PC960110	2	fam	49546
PC1493397	1	sp	411153
PC747359	1	sp	1307761
PC982097	2	sp	1774273
PC314438	2	gen	237
PC1322304	1	sp	313603
PC656525	1	sp	447689
PC459249	3	gen	143222
PC377189	1	sp	641549
PC1443344	15	sp	96345
PC1205174	1	sp	2058306
PC146000	1	sp	415425
PC288554	2	sp	1774273
PC551278	1	sp	1458515
PC483126	29	sp	96345
PC611814	1	sp	999
PC1540459	1	sp	195907
PC144399	1	sp	1336795
PC584938	1	sp	320787
PC1060305	6	gen	104264
PC511964	47	sp	96345
PC1119834	1	sp	111501
PC867859	1	sp	1458515
PC1516082	3	gen	143222
PC327863	1	sp	999
PC588970	1	sp	1458515
PC1450327	1	sp	53483
PC415178	1	sp	206041
PC389902	1	sp	435906
PC1265291	1	sp	206041
PC1519501	1	sp	2306998
PC1409619	1	sp	1250205
PC1006589	1	sp	1458515
PC804972	1	sp	1603293
PC637941	5	gen	104264
PC557456	3	sp	96345
PC53856	1	sp	1458515
PC1250259	3	sp	55197
PC480555	1	sp	1336795
PC1062628	1	sp	1350429
PC46695	43	sp	96345
PC1300828	49	sp	96345
PC634245	1	sp	59600
PC1399752	1	sp	447689
PC216278	1	sp	1458515
PC459319	1	sp	1774273
PC1186982	3	gen	52959
PC1431788	2	gen	143222
PC546424	1	sp	2058320
PC86491	1	sp	99286
PC66579	1	sp	1336802
PC1315689	2	gen	286104
PC98258	1	sp	411153
PC792949	2	gen	143222
PC225003	2	gen	68288
PC964301	1	sp	999
PC1143804	2	gen	68288
PC736729	3	sp	96345
PC1004817	2	gen	292691
PC1164028	2	sp	107401
PC967175	1	sp	447689
PC1485793	1	sp	411153
PC84073	0	root	1
PC71137	1	sp	1336802
PC1188670	1	sp	251
PC313218	2	sp	328515
PC981801	1	sp	111501
PC688817	1	sp	1603293
PC594779	2	gen	68288
PC1018988	5	sp	96345
PC515176	1	sp	279359
PC44777	1	sp	1458515
PC1559198	1	sp	1603293
PC674624	1	sp	1458515
PC448975	2	gen	143222
PC1496629	1	sp	99286
PC952933	1	sp	2283143
PC456678	2	gen	237
PC512885	1	sp	1350429
PC920700	1	sp	754409
PC689763	2	gen	68288
PC755877	1	sp	447689
PC1255702	1	sp	1458515
PC184585	1	sp	999
PC501094	1	sp	1458515
PC598210	1	sp	1453352
PC265535	1	sp	1250205
PC668928	2	sp	1774273
PC1500146	1	sp	1458515
PC530545	1	sp	320787
PC1294317	1	sp	1458515
PC1136480	14	sp	96345
PC266873	5	sp	979
PC1559478	1	sp	206041
PC1040801	1	sp	999
PC1048931	16	sp	96345
PC1351612	4	fam	49546
PC1293545	1	sp	1073325
PC349405	1	sp	59600
PC1265879	2	fam	49546
PC257476	1	sp	1729720
PC1223172	1	sp	143223
PC653762	1	sp	1458515
PC571958	1	sp	447689
PC1049726	3	gen	52959
PC845016	1	sp	320787
PC1209807	45	sp	96345
PC1171084	2	sp	96345
PC927548	1	sp	1458515
PC1049998	1	sp	143223
PC405282	1	sp	1336795
PC178868	1	sp	313603
PC1283934	1	sp	999
PC1453388	2	sp	187145
PC1100035	7	gen	104264
PC1088939	1	sp	1729720
PC638637	2	gen	143222
PC394998	1	sp	754409
PC1360234	1	sp	999
PC525559	2	gen	143222
PC1137777	1	sp	320787
PC711846	38	sp	96345
PC254892	1	sp	754409
PC726611	1	sp	320324
PC703719	1	sp	187145
PC1284026	2	sp	96345
PC1144862	1	sp	999
PC1523333	1	sp	320787
PC595061	1	sp	1888890
PC249358	1	sp	1453352
PC1563990	1	sp	1458515
PC493475	1	sp	1336802
PC1394895	1	sp	411153
PC980402	1	sp	447689
PC87620	1	sp	1458515
PC64785	1	sp	999
PC1540903	2	gen	52959
PC954124	1	sp	447689
PC1139069	3	gen	52959
PC377073	1	sp	104
PC441732	1	sp	2058135
PC1479677	2	gen	143222
PC1445051	1	sp	1458515
PC964029	1	sp	206041
PC1428158	1	sp	999
PC718492	2	sp	279359
PC847143	2	gen	292691
PC734819	2	gen	83612
PC1052581	2	gen	143222
PC130730	1	sp	498292
PC1516698	1	sp	1458515
PC1552757	2	gen	68288
PC1194917	1	sp	206041
PC1406172	5	sp	979
PC207817	1	sp	1458515
PC1258328	1	sp	206041
PC1336471	1	sp	1458515
PC1101923	1	sp	1165090
PC1175888	1	sp	111501
PC1058715	3	gen	52959
PC1344819	1	sp	320787
PC88737	5	sp	979
PC301757	1	sp	313603
PC1411368	2	sp	279359
PC256102	2	gen	237
PC1026013	1	sp	150146
PC928033	3	sp	1803181
PC1501923	1	sp	447689
PC808836	1	sp	2219045
PC573516	1	sp	59600
PC102626	1	sp	398743
PC1139542	1	sp	99286
PC127542	8	sp	96345
PC539833	1	sp	447689
PC299641	1	sp	1453352
PC851499	32	sp	96345
PC860142	1	sp	999
PC416076	1	sp	447689
PC898121	1	sp	2058306
PC233261	1	sp	411153
PC702534	1	sp	1458515
PC1479772	2	gen	52959
PC1559810	3	gen	52959
PC279242	1	sp	1603293
PC1063870	3	gen	237
PC1391819	4	sp	96345
PC370006	3	gen	237
PC325753	1	sp	398743
PC458794	2	sp	96345
PC1398761	3	gen	52959
PC338182	1	sp	493375
PC934118	1	sp	999
PC1557904	1	sp	206041
PC11123	1	sp	1458515
PC875487	6	gen	104264
PC657004	1	sp	1930251
PC959162	42	sp	96345
PC1240012	1	sp	999
PC281999	1	sp	999
PC1378304	1	sp	1458515
PC619707	3	sp	96345
PC401693	1	sp	320324
PC692174	1	sp	1453352
PC1145716	1	sp	1458515
PC105606	1	sp	1336802
PC280044	1	sp	1336802
PC1280977	1	sp	1458515
PC29409	1	sp	229204
PC983207	1	sp	206041
PC631267	1	sp	1458515
PC237625	1	sp	398743
PC572164	3	gen	104264
PC624143	1	sp	206041
PC1368873	1	sp	320787
PC164687	1	sp	206041
PC568410	1	sp	1250005
PC1040036	1	sp	641549
PC1515531	1	sp	320787
PC260063	4	gen	143222
PC717564	3	gen	237
PC532769	1	sp	320324
PC41911	3	gen	104264
PC1037785	1	sp	1888890
PC178531	1	sp	447422
PC117916	1	sp	1729720
PC416515	1	sp	206041
PC1439470	1	sp	206041
PC8396	3	sp	96345
PC175604	1	sp	1453352
PC235136	1	sp	645110
PC227879	1	sp	326320
PC27648	3	sp	55197
PC175985	1	sp	313603
PC710037	1	sp	96345
PC1561289	3	sp	96345
PC572764	3	gen	52959
PC1043442	1	sp	279359
PC818509	2	sp	979
PC1159981	1	sp	411153
PC1499806	4	gen	143222
PC122512	1	sp	313603
PC587778	0	root	1
PC188354	1	sp	1336802
PC1381407	2	sp	1774273
PC1012516	1	sp	143223
PC516289	2	sp	279359
PC1506729	1	sp	313603
PC272810	1	sp	999
PC413636	1	sp	999
PC1348311	1	sp	1168035
PC161859	1	sp	447689
PC215859	1	sp	206041
PC572970	14	sp	96345
PC347592	1	sp	1336802
PC130103	1	sp	99286
PC463448	1	sp	1644130
PC35572	1	sp	96345
PC611656	2	gen	143222
PC651437	1	sp	1458515
PC1528365	1	sp	251
PC1095524	1	sp	313603
PC1046682	1	sp	107401
PC1423270	1	sp	99286
PC432289	1	sp	1336802
PC1575130	1	sp	150146
PC189076	7	gen	104264
PC984037	2	fam	49546
PC1495337	43	sp	96345
PC1083548	1	sp	415425
PC1579812	1	sp	1458515
PC346522	3	gen	52959
PC1026501	1	sp	1729720
PC89752	1	sp	320324
PC497571	1	sp	313603
PC358134	1	sp	271156
PC730194	1	sp	1729720
PC1397261	3	gen	237
PC657191	3	gen	52959
PC1574720	1	sp	1336802
PC444737	1	sp	447689
PC1227140	1	sp	1929267
PC379538	2	gen	143222
PC706386	1	sp	411153
PC1203813	2	gen	143222
PC1007025	2	gen	68288
PC1293368	1	sp	1336795
PC391997	1	sp	641549
PC1318791	1	sp	229204
PC312828	1	sp	1458515
PC1357556	2	gen	143222
PC1446669	1	sp	271157
PC1431157	1	sp	547188
PC1472724	1	sp	547188
PC1509676	1	sp	1458515
PC705756	1	sp	195907
PC781720	1	sp	320787
PC1252592	1	sp	447689
PC1279836	3	sp	96345
PC187945	2	gen	143222
PC518264	1	sp	1729720
PC1279602	41	sp	96345
PC214165	1	sp	447689
PC586510	1	sp	447689
PC716918	1	sp	1249999
PC1063356	1	sp	1453352
PC1562909	43	sp	96345
PC736895	2	fam	49546
PC1004186	1	sp	1458515
PC1439190	1	sp	206041
PC1029394	1	sp	797419
PC573009	1	sp	1729720
PC1474155	1	sp	1458515
PC1348573	1	sp	447689
PC1309706	1	sp	1453352
PC178846	2	gen	111500
PC87004	3	gen	143222
PC391980	1	sp	1383885
PC1018019	1	sp	1336795
PC706701	1	sp	206041
PC1373352	3	gen	52959
PC1441107	1	sp	206041
PC189779	3	gen	104264
PC813545	2	gen	143222
PC1095339	1	sp	999
PC147090	1	sp	999
PC194475	1	sp	99286
PC90379	3	fam	49546
PC1244759	3	gen	292691
PC756196	1	sp	313603
PC140596	2	fam	49546
PC136183	1	sp	1458515
PC707157	1	sp	320787
PC567334	49	sp	96345
PC908766	1	sp	447689
PC1463816	1	sp	320324
PC320713	2	gen	143222
PC20356	1	sp	1336802
PC777580	1	sp	1458515
PC1484799	2	fam	49546
PC725306	1	sp	313603
PC611004	1	sp	1453352
PC186457	2	gen	52959
PC354914	1	sp	206041
PC902832	1	sp	398743
PC153453	1	sp	1336795
PC1410496	1	sp	1008
PC1283189	1	sp	1798237
PC208873	1	sp	999
PC1259845	1	sp	1336802
PC1011	1	sp	1006
PC230457	1	sp	999
PC99140	1	sp	313603
PC1321010	1	sp	320787
PC995645	0	root	1
PC649431	1	sp	447689
PC271805	1	sp	59600
PC1431658	1	sp	754409
PC756543	1	sp	754409
PC866748	1	sp	999
PC630064	5	sp	979
PC629764	35	sp	96345
PC165936	36	sp	96345
PC1291331	9	sp	146919
PC1174069	1	sp	1929267
PC1315214	2	sp	187145
PC1326770	1	sp	1458515
PC356316	1	sp	313603
PC1021430	1	sp	313603
PC430435	1	sp	1250278
PC526710	2	gen	237
PC754304	1	sp	1453352
PC1155147	1	sp	447689
PC970710	1	sp	313603
PC802989	1	sp	555500
PC311535	1	sp	271157
PC1502795	3	gen	52959
PC552958	1	sp	1168035
PC1288435	1	sp	1729720
PC580578	1	sp	447689
PC1421905	49	sp	96345
PC880968	1	sp	206041
PC570264	2	sp	1774273
PC1518928	1	sp	313603
PC1064236	1	sp	411153
PC616665	3	gen	52959
PC1528059	1	sp	1453352
PC1023067	1	sp	1458515
PC1437511	2	sp	979
PC460346	1	sp	999
PC19174	2	gen	68288
PC452636	1	sp	251
PC111800	1	sp	195907
PC420206	3	gen	104264
PC793974	1	sp	493375
PC1418147	1	sp	1729720
PC874195	1	sp	154
PC389701	1	sp	53483
PC395672	1	sp	59600
PC1258099	1	sp	447689
PC633413	1	sp	1168035
PC303636	42	sp	96345
PC1413209	1	sp	104
PC819589	1	sp	111501
PC956889	1	sp	1458515
PC577406	1	sp	999
PC1368319	1	sp	1458515
PC616501	1	sp	999
PC1270684	1	sp	447689
PC155498	1	sp	1336802
PC633246	1	sp	1458515
PC1411313	5	sp	979
PC253156	1	sp	1850252
PC818002	1	sp	313603
PC672804	3	gen	143222
PC1402037	1	sp	1453352
PC1328211	1	sp	104
PC1519894	2	gen	292691
PC1324812	1	sp	111501
PC846030	1	sp	1798237
PC1359721	1	sp	320787
PC1404940	1	sp	96345
PC203907	1	sp	313603
PC430365	50	sp	96345
PC922213	1	sp	447689
PC438623	1	sp	1336802
PC1042045	3	sp	96345
PC11135	1	sp	1458515
PC390460	1	sp	1336795
PC795699	2	gen	104267
PC1548760	0	root	1
PC1412505	1	sp	1469557
PC1537423	1	sp	320787
PC347338	1	sp	104
PC530323	1	sp	1888890
PC1173714	2	gen	143222
PC1338584	1	sp	447689
PC1491029	1	sp	1307761
PC604825	1	sp	313603
PC176723	1	sp	411153
PC265170	1	sp	516051
PC382448	1	sp	1888890
PC1065011	2	sp	1774273
PC1395691	7	gen	104264
PC956884	2	sp	1774273
PC1095148	1	sp	313603
PC127885	1	sp	1336802
PC1176128	1	sp	493375
PC1069534	1	sp	1336802
PC797909	2	sp	96345
PC377987	1	sp	320787
PC215249	1	sp	206041
PC1079085	1	sp	1908389
PC660980	1	sp	999
PC1546300	1	sp	447689
PC398953	1	sp	320787
PC1002233	1	sp	111501
PC588639	1	sp	313603
PC369901	1	sp	206041
PC295792	1	sp	206041
PC990183	1	sp	1729720
PC302081	1	sp	1555194
PC917829	1	sp	99286
PC1283907	1	sp	447689
PC1549683	1	sp	493375
PC1486066	1	sp	1336802
PC204615	3	gen	52959
PC312593	1	sp	999
PC962796	1	sp	320787
PC1264831	1	sp	411153
PC436942	2	sp	1774273
PC1168621	1	sp	206041
PC743797	1	sp	411153
PC775105	1	sp	1929267
PC986459	49	sp	96345
PC414657	1	sp	447689
PC910448	1	sp	1850246
PC1516832	2	gen	104264
PC1528904	1	sp	1453352
PC1274700	1	sp	313603
PC775150	2	sp	1774273
PC788336	1	sp	447689
PC376717	1	sp	320787
PC1498673	1	sp	447689
PC522370	1	sp	320787
PC652682	1	sp	279359
PC975935	1	sp	229203
PC529034	1	sp	1850252
PC691509	1	sp	411153
PC981636	1	sp	1453352
PC400800	1	sp	206041
PC1190619	1	sp	999
PC773471	1	sp	447689
PC1522334	2	sp	96345
PC1274751	1	sp	313603
PC1531943	1	sp	447689
PC1383100	1	sp	1336802
PC1425137	4	sp	96345
PC975652	1	sp	59600
PC309679	2	gen	104264
PC101918	1	sp	187145
PC984000	1	sp	99286
PC458317	2	sp	279359
PC815504	1	sp	1888890
PC1004246	1	sp	1458515
PC1151114	3	gen	237
PC1157176	1	sp	1336802
PC787450	1	sp	1458515
PC1172254	1	sp	320787
PC868445	1	sp	1888890
PC1020101	2	gen	143222
PC1257710	1	sp	1458515
PC1386442	3	gen	52959
PC157219	1	sp	320787
PC1109056	2	sp	96345
PC1134307	1	sp	1888890
PC354873	1	sp	1250278
PC331238	1	sp	453852
PC447388	1	sp	447689
PC237673	1	sp	1250006
PC254860	1	sp	1350429
PC1499636	2	gen	291183
PC849704	2	gen	52959
PC183760	1	sp	447689
PC494738	6	gen	104264
PC1013702	1	sp	1798237
PC1406968	1	sp	447689
PC1300578	1	sp	2058306
PC1291256	1	sp	1729720
PC1489873	1	sp	187145
PC762160	1	sp	999
PC565195	2	sp	979
PC1175955	1	sp	1458515
PC836575	1	sp	1458515
PC619435	1	sp	547188
PC622174	6	gen	104264
PC203826	2	gen	104264
PC447374	1	sp	447422
PC1125139	1	sp	1250205
PC170408	2	gen	104267
PC588007	1	sp	320324
PC160339	1	sp	1336802
PC559358	1	sp	2058306
PC481958	1	sp	320324
PC302966	1	sp	999
