parentID	contigID
G000508965	G000508965.part_NZ_BAHV02000012.1
G001499755	G001499755.part_NZ_CVIV01000046.1
G000436935	G000436935.part_FR891786.1
G000576595	G000576595.part_NZ_AWSA01000003.1
G000717335	G000717335.part_NZ_JNYZ01000018.1
G000702885	G000702885.part_NZ_JNKO01000005.1
G001315985	G001315985.part_BBBI01000008.1
G001983935	G001983935.part_NZ_CP017641.1
G000179775	G000179775.part_NZ_AEEB01000014.1
G001582555	G001582555.part_NZ_LBAG01000015.1
G000300855	G000300855.part_NZ_ALJF01000001.1
G000336655	G000336655.part_NZ_AOLZ01000043.1
G000430585	G000430585.part_NZ_AUMH01000001.1
G000428145	G000428145.part_NZ_ATZJ01000001.1
G000006925	G000006925.part_NC_004851.1
G000635715	G000635715.part_JFND01000017.1
G001437355	G001437355.part_NZ_JQBM01000003.1
G000686845	G000686845.part_NZ_JMLS01000014.1
G000007385	G000007385.part_NC_006834.1
G900113925	G900113925.part_FORD01000001.1
G000422425	G000422425.part_NZ_KE383829.1
G000436435	G000436435.part_FR885662.1
G000797445	G000797445.part_NZ_JSWF01000035.1
G000719275	G000719275.part_NZ_JOFP01000005.1
G900115215	G900115215.part_FOVQ01000003.1
G001717035	G001717035.part_MAGT01000011.1
G000519205	G000519205.part_NZ_JAFB01000004.1
G900111915	G900111915.part_NZ_FOJX01000002.1
G000422425	G000422425.part_NZ_AULT01000024.1
G001795545	G001795545.part_MGPM01000002.1
G900110675	G900110675.part_FOEN01000005.1
G000444565	G000444565.part_NZ_APBU01000017.1
G900116265	G900116265.part_NZ_FOZU01000004.1
G000482805	G000482805.part_NZ_AXWT01000001.1
G000423645	G000423645.part_NZ_AUIJ01000012.1
G900089455	G900089455.part_NZ_FLRC01000006.1
G001869395	G001869395.part_NZ_MLNP01000072.1
G000450985	G000450985.part_NZ_AVMC01000016.1
G000163775	G000163775.part_NZ_JH815306.1
G001412105	G001412105.part_NZ_LKST01000002.1
G000430745	G000430745.part_NZ_AUMP01000002.1
G001570425	G001570425.part_NZ_BCSX01000021.1
G001570425	G001570425.part_NZ_BCSX01000064.1
G000599865	G000599865.part_NZ_JHAC01000025.1
G001995095	G001995095.part_NZ_MTSD02000010.1
G001484985	G001484985.part_NZ_BCLZ01000008.1
G900106765	G900106765.part_FNNG01000010.1
G000300115	G000300115.part_NZ_JH930375.1
G900128755	G900128755.part_NZ_FQSP01000001.1
G000404225	G000404225.part_NC_021353.1
G000382125	G000382125.part_NZ_KB907546.1
G900112605	G900112605.part_FOMJ01000002.1
G000717335	G000717335.part_NZ_JNYZ01000006.1
G000382245	G000382245.part_NZ_KB907870.1
G000235885	G000235885.part_NZ_JH379446.1
G000436435	G000436435.part_FR885742.1
G900101015	G900101015.part_FNFZ01000009.1
G000829435	G000829435.part_NZ_JXRP01000006.1
G000436215	G000436215.part_FR885004.1
G900107845	G900107845.part_FNRM01000009.1
G001696485	G001696485.part_NZ_JPMW01000001.1
G000173655	G000173655.part_NZ_ABZU01000001.1
G000423405	G000423405.part_NZ_KE384013.1
G001898495	G001898495.part_MKUA01000021.1
G000382265	G000382265.part_NZ_KB907981.1
G000382085	G000382085.part_NZ_KB907516.1
G001313205	G001313205.part_BBFK01000008.1
G000591415	G000591415.part_NZ_JEMF01000021.1
G000768875	G000768875.part_NZ_JRAO01000010.1
G900100715	G900100715.part_FNCA01000008.1
G000186205	G000186205.part_NZ_AENR01000001.1
G001486165	G001486165.part_NZ_LN908977.1
G001794055	G001794055.part_MGJB01000006.1
G000455825	G000455825.part_NZ_ATAO01000013.1
G000429045	G000429045.part_NZ_AUBC01000005.1
G000934435	G000934435.part_NZ_JXIJ01000127.1
G001800985	G001800985.part_MGWM01000001.1
G000717335	G000717335.part_NZ_JNYZ01000022.1
G000482805	G000482805.part_NZ_AXWT01000018.1
G001316245	G001316245.part_NZ_BBDM01000006.1
G001499755	G001499755.part_NZ_CVIV01000039.1
G000242835	G000242835.part_NZ_JH594426.1
G000684975	G000684975.part_NZ_BAXZ01000008.1
G001969385	G001969385.part_NZ_CP014802.1
G000424365	G000424365.part_NZ_AUJT01000009.1
G001708185	G001708185.part_NZ_MDDN01000001.1
G000733515	G000733515.part_NZ_JNFS01000003.1
G001427385	G001427385.part_NZ_LMGJ01000006.1
G000282595	G000282595.part_NZ_AKIZ01000040.1
G000934435	G000934435.part_NZ_JXIJ01000103.1
G900129715	G900129715.part_NZ_FQWP01000002.1
G001431485	G001431485.part_NZ_LDJM01000012.1
G000741785	G000741785.part_NZ_JGZP01000004.1
G000745975	G000745975.part_NZ_JQKJ01000007.1
G001717035	G001717035.part_MAGT01000008.1
G001025035	G001025035.part_NZ_LCZK01000003.1
G000426565	G000426565.part_NZ_AUFP01000002.1
G001898495	G001898495.part_MKUA01000005.1
G001830805	G001830805.part_MICH01000006.1
G000518105	G000518105.part_NZ_JACY01000001.1
G000829435	G000829435.part_NZ_JXRP01000022.1
G001488575	G001488575.part_NZ_LN831303.1
G900110905	G900110905.part_FOFH01000007.1
G000422425	G000422425.part_NZ_KE383830.1
G000424205	G000424205.part_NZ_AUJL01000008.1
G001649505	G001649505.part_NZ_LVYG01000012.1
G900101015	G900101015.part_FNFZ01000010.1
G001292625	G001292625.part_NZ_LAJH01000017.1
G900107845	G900107845.part_FNRM01000010.1
G000282595	G000282595.part_NZ_AKIZ01000038.1
G000184685	G000184685.part_NC_014830.1
G000336655	G000336655.part_NZ_AOLZ01000022.1
G001000675	G001000675.part_LCHW01000003.1
G900100715	G900100715.part_FNCA01000011.1
G900106765	G900106765.part_FNNG01000009.1
G001484985	G001484985.part_NZ_BCLZ01000011.1
G900102125	G900102125.part_FNAZ01000005.1
G001570425	G001570425.part_NZ_BCSX01000040.1
G000172095	G000172095.part_NZ_ABID01000001.1
G001995095	G001995095.part_NZ_MTSD02000009.1
G000504165	G000504165.part_NZ_AYSE01000004.1
G001438695	G001438695.part_NZ_JQBH01000006.1
G001182045	G001182045.part_NZ_CVTY01000004.1
G000436935	G000436935.part_FR891812.1
G001280505	G001280505.part_NZ_LBIO01000044.1
G000717475	G000717475.part_NZ_JPIK01000013.1
G900089455	G900089455.part_NZ_FLRC01000022.1
G000702885	G000702885.part_NZ_JNKO01000002.1
G000382245	G000382245.part_NZ_KB907869.1
G000093025	G000093025.part_NC_014207.1
G000436435	G000436435.part_FR885835.1
G000297775	G000297775.part_NZ_JH815518.1
G000576595	G000576595.part_NZ_AWSA01000004.1
G000224335	G000224335.part_NZ_AFXZ01000019.1
G001469895	G001469895.part_NZ_LOPY01000062.1
G001499755	G001499755.part_NZ_CVIV01000041.1
G001000675	G001000675.part_LCHW01000001.1
G000178835	G000178835.part_NC_015275.1
G001308105	G001308105.part_NZ_CP012864.1
G002006995	G002006995.part_NZ_MRUL01000002.1
G000337675	G000337675.part_NZ_AOIB01000015.1
G900101015	G900101015.part_FNFZ01000012.1
G000429045	G000429045.part_NZ_KE386841.1
G001468855	G001468855.part_LDIV01000005.1
G000445105	G000445105.part_NZ_ATDP01000110.1
G000519205	G000519205.part_NZ_JAFB01000022.1
G000312365	G000312365.part_NZ_HG003691.1
G001649505	G001649505.part_NZ_LVYG01000010.1
G000576595	G000576595.part_NZ_AWSA01000006.1
G000508965	G000508965.part_NZ_BAHV02000017.1
G001469895	G001469895.part_NZ_LOPY01000060.1
G000717475	G000717475.part_NZ_JPIK01000011.1
G001560635	G001560635.part_NZ_LPSK01000003.1
G000469445	G000469445.part_NZ_KI271721.1
G000450985	G000450985.part_NZ_AVMC01000030.1
G001438695	G001438695.part_NZ_JQBH01000004.1
G001888885	G001888885.part_NZ_MPLE01000004.1
G001182045	G001182045.part_NZ_CVTY01000006.1
G000220545	G000220545.part_NZ_AFPL01000022.1
G000714715	G000714715.part_NZ_JMFO01000008.1
G001570425	G001570425.part_NZ_BCSX01000007.1
G900102125	G900102125.part_FNAZ01000007.1
G000172095	G000172095.part_NZ_ABID01000003.1
G001298265	G001298265.part_NZ_LGSZ01000040.1
G000504165	G000504165.part_NZ_AYSE01000006.1
G000762875	G000762875.part_NZ_JRMP01000178.1
G001830015	G001830015.part_MICX01000014.1
G000241345	G000241345.part_NZ_BAED01000034.1
G000241345	G000241345.part_NZ_BAED01000071.1
G001708185	G001708185.part_NZ_MDDN01000003.1
G001894865	G001894865.part_NZ_BCXA01000005.1
G000635715	G000635715.part_JFND01000111.1
G001316245	G001316245.part_NZ_BBDM01000004.1
G000423645	G000423645.part_NZ_AUIJ01000009.1
G001800985	G001800985.part_MGWM01000003.1
G000717335	G000717335.part_NZ_JNYZ01000020.1
G000445105	G000445105.part_NZ_ATDP01000075.1
G000008665	G000008665.part_NC_000917.1
G000829435	G000829435.part_NZ_JXRP01000020.1
G000337675	G000337675.part_NZ_AOIB01000028.1
G900110905	G900110905.part_FOFH01000005.1
G000497755	G000497755.part_NZ_AYOD01000044.1
G000422425	G000422425.part_NZ_KE383832.1
G000497755	G000497755.part_NZ_AYOD01000001.1
G001292625	G001292625.part_NZ_LAJH01000028.1
G900101965	G900101965.part_FNAP01000014.1
G001426485	G001426485.part_NZ_LMET01000002.1
G001898495	G001898495.part_MKUA01000007.1
G001769705	G001769705.part_MEPF01000006.1
G001508335	G001508335.part_LGFX01000008.1
G000376225	G000376225.part_NZ_AQXL01000135.1
G000020785	G000020785.part_NC_011126.1
G000429865	G000429865.part_NZ_AUCR01000010.1
G001431485	G001431485.part_NZ_LDJM01000010.1
G000998865	G000998865.part_LCFF01000001.1
G000768875	G000768875.part_NZ_JRAO01000036.1
G001582555	G001582555.part_NZ_KQ973509.1
G000186205	G000186205.part_NZ_AENR01000027.1
G000204255	G000204255.part_NC_017287.1
G000168295	G000168295.part_NZ_AAQJ02000001.1
G000733515	G000733515.part_NZ_JNFS01000001.1
G001427385	G001427385.part_NZ_LMGJ01000004.1
G900129845	G900129845.part_NZ_FQXB01000008.1
G000717335	G000717335.part_NZ_JNYZ01000004.1
G900142495	G900142495.part_NZ_FRBA01000002.1
G000382245	G000382245.part_NZ_KB907872.1
G000492175	G000492175.part_NZ_KI535329.1
G000224335	G000224335.part_NZ_AFXZ01000002.1
G000192965	G000192965.part_AERG01000021.1
G000445145	G000445145.part_NZ_ATIB01000088.1
G000300115	G000300115.part_NZ_JH930377.1
G000429305	G000429305.part_NZ_AUBP01000011.1
G001894865	G001894865.part_NZ_BCXA01000021.1
G000429045	G000429045.part_NZ_AUBC01000007.1
G000282595	G000282595.part_NZ_AKIZ01000023.1
G000382265	G000382265.part_NZ_KB907983.1
G000382085	G000382085.part_NZ_KB907514.1
G000186205	G000186205.part_NZ_AENR01000003.1
G001486165	G001486165.part_NZ_LN908975.1
G000336655	G000336655.part_NZ_AOLZ01000039.1
G000173655	G000173655.part_NZ_ABZU01000003.1
G000445105	G000445105.part_NZ_ATDP01000109.1
G000701305	G000701305.part_NZ_KL370769.1
G001649505	G001649505.part_NZ_LVYG01000009.1
G001469535	G001469535.part_NZ_LFRH01000005.1
G000484595	G000484595.part_NZ_AXVE01000015.1
G000437435	G000437435.part_FR899626.1
G000993365	G000993365.part_LBWA01000002.1
G000425585	G000425585.part_NZ_AUDS01000008.1
G001769835	G001769835.part_MEPR01000025.1
G001469845	G001469845.part_NZ_LNOS01000021.1
G000719275	G000719275.part_NZ_JOFP01000007.1
G900115215	G900115215.part_FOVQ01000001.1
G000006925	G000006925.part_NC_004337.2
G000337675	G000337675.part_NZ_AOIB01000031.1
G900113925	G900113925.part_FORD01000003.1
G000444645	G000444645.part_NZ_APBY01000011.1
G000428865	G000428865.part_NZ_AUAT01000005.1
G000430585	G000430585.part_NZ_AUMH01000003.1
G000377645	G000377645.part_NZ_KB898481.1
G002003465	G002003465.part_NZ_BDDQ01000006.1
G001437355	G001437355.part_NZ_JQBM01000001.1
G000300855	G000300855.part_NZ_ALJF01000003.1
G000429865	G000429865.part_NZ_AUCR01000009.1
G001785545	G001785545.part_MFUB01000011.1
G001582555	G001582555.part_NZ_KQ973510.1
G000334955	G000334955.part_NZ_KB372779.1
G000309585	G000309585.part_NZ_AFYK01000008.1
G000967305	G000967305.part_NZ_CP013119.1
G000220545	G000220545.part_NZ_AFPL01000043.1
G000445105	G000445105.part_NZ_ATDP01000091.1
G000424365	G000424365.part_NZ_AUJT01000012.1
G000163775	G000163775.part_NZ_JH815304.1
G001280505	G001280505.part_NZ_LBIO01000062.1
G000425585	G000425585.part_NZ_KE384399.1
G000717335	G000717335.part_NZ_JNYZ01000039.1
G000247605	G000247605.part_NC_016894.1
G900089455	G900089455.part_NZ_FLRC01000004.1
G000711975	G000711975.part_NZ_JONT01000002.1
G000450985	G000450985.part_NZ_AVMC01000051.1
G001772335	G001772335.part_METM01000016.1
G900110675	G900110675.part_FOEN01000007.1
G900116265	G900116265.part_NZ_FOZU01000006.1
G000423645	G000423645.part_NZ_AUIJ01000010.1
G000379665	G000379665.part_NZ_KB903368.1
G000173655	G000173655.part_NZ_ABZU01000007.1
G001469845	G001469845.part_NZ_LNOS01000018.1
G000147675	G000147675.part_NZ_ADGQ01000060.1
G001898495	G001898495.part_MKUA01000027.1
G000484595	G000484595.part_NZ_AXVE01000011.1
G001469535	G001469535.part_NZ_LFRH01000001.1
G000337475	G000337475.part_NZ_AOIT01000065.1
G000437435	G000437435.part_FR899622.1
G001548375	G001548375.part_NZ_AP017296.1
G900115085	G900115085.part_FOVF01000009.1
G000436215	G000436215.part_FR885002.1
G000497755	G000497755.part_NZ_AYOD01000021.1
G001769835	G001769835.part_MEPR01000021.1
G000689195	G000689195.part_NZ_AZRA01000050.1
G000786005	G000786005.part_JPIH02000008.1
G000620645	G000620645.part_NZ_KK211161.1
G900107575	G900107575.part_FNQX01000006.1
G000830985	G000830985.part_NZ_CP007151.1
G000435575	G000435575.part_FR881870.1
G000014765	G000014765.part_NC_008344.1
G000006865	G000006865.part_NC_002662.1
G001676225	G001676225.part_NZ_LZEY01000012.1
G000300115	G000300115.part_NZ_JH930373.1
G001894865	G001894865.part_NZ_BCXA01000025.1
G900112605	G900112605.part_FOMJ01000004.1
G900142495	G900142495.part_NZ_FRBA01000006.1
G000701305	G000701305.part_NZ_JNIG01000013.1
G000445145	G000445145.part_NZ_ATIB01000071.1
G000245075	G000245075.part_NZ_JH599934.1
G001469895	G001469895.part_NZ_LOPY01000038.1
G000224765	G000224765.part_AGAU01000193.1
G900116115	G900116115.part_FOZP01000008.1
G000450985	G000450985.part_NZ_AVMC01000055.1
G900111915	G900111915.part_NZ_FOJX01000004.1
G000422425	G000422425.part_NZ_AULT01000022.1
G001795545	G001795545.part_MGPM01000004.1
G000423405	G000423405.part_NZ_AUHX01000006.1
G900110675	G900110675.part_FOEN01000003.1
G000688415	G000688415.part_NZ_JIAH01000009.1
G900116265	G900116265.part_NZ_FOZU01000002.1
G000334955	G000334955.part_NZ_KB372780.1
G001469895	G001469895.part_NZ_LOPY01000040.1
G000430745	G000430745.part_NZ_AUMP01000004.1
G000684975	G000684975.part_NZ_BAXZ01000017.1
G000430525	G000430525.part_NZ_AUME01000002.1
G000012485	G000012485.part_NC_007512.1
G000309585	G000309585.part_NZ_AFYK01000049.1
G001298265	G001298265.part_NZ_LGSZ01000060.1
G001012675	G001012675.part_NZ_KQ079674.1
G001298265	G001298265.part_NZ_LGSZ01000025.1
G001553285	G001553285.part_NZ_KQ960676.1
G001830015	G001830015.part_MICX01000009.1
G000429305	G000429305.part_NZ_AUBP01000028.1
G000163775	G000163775.part_NZ_JH815300.1
G001894865	G001894865.part_NZ_BCXA01000018.1
G001824435	G001824435.part_MHXH01000023.1
G001412105	G001412105.part_NZ_LKST01000004.1
G001772695	G001772695.part_MEVI01000003.1
G000430585	G000430585.part_NZ_AUMH01000007.1
G000428145	G000428145.part_NZ_ATZJ01000007.1
G002003465	G002003465.part_NZ_BDDQ01000002.1
G000336915	G000336915.part_NZ_AOMD01000002.1
G000245175	G000245175.part_NZ_AHJO01000001.1
G001305655	G001305655.part_NZ_CP011564.1
G000719275	G000719275.part_NZ_JOFP01000003.1
G900101965	G900101965.part_FNAP01000009.1
G000797445	G000797445.part_NZ_JSWF01000033.1
G900115215	G900115215.part_FOVQ01000005.1
G000745975	G000745975.part_NZ_JQKJ01000018.1
G000686845	G000686845.part_NZ_JMLS01000012.1
G900113925	G900113925.part_FORD01000007.1
G000377645	G000377645.part_NZ_KB898478.1
G000745975	G000745975.part_NZ_KN050796.1
G000428865	G000428865.part_NZ_AUAT01000001.1
G001312505	G001312505.part_NZ_BBDW01000012.1
G000241345	G000241345.part_NZ_BAED01000048.1
G000416085	G000416085.part_KE356579.1
G001280505	G001280505.part_NZ_LBIO01000042.1
G001282785	G001282785.part_NZ_CVUA01000001.1
G000024925	G000024925.part_NC_013521.1
G000220545	G000220545.part_NZ_AFPL01000026.1
G001570425	G001570425.part_NZ_BCSX01000003.1
G000487995	G000487995.part_NZ_KI530584.1
G900102125	G900102125.part_FNAZ01000003.1
G001570425	G001570425.part_NZ_BCSX01000046.1
G001280515	G001280515.part_NZ_LBIQ01000030.1
G000247715	G000247715.part_NC_016906.1
G000422425	G000422425.part_NZ_AULT01000006.1
G000477955	G000477955.part_NZ_KI515716.1
G000492175	G000492175.part_NZ_KI535334.1
G001469895	G001469895.part_NZ_LOPY01000021.1
G000576595	G000576595.part_NZ_AWSA01000002.1
G000445145	G000445145.part_NZ_ATIB01000068.1
G000599865	G000599865.part_NZ_JHAC01000082.1
G000717335	G000717335.part_NZ_JNYZ01000019.1
G001818445	G001818445.part_MHKQ01000005.1
G000702885	G000702885.part_NZ_JNKO01000004.1
G000829435	G000829435.part_NZ_JXRP01000019.1
G900101015	G900101015.part_FNFZ01000016.1
G001468855	G001468855.part_LDIV01000001.1
G001292625	G001292625.part_NZ_LAJH01000011.1
G000318295	G000318295.part_NZ_KB291464.1
G000425585	G000425585.part_NZ_AUDS01000015.1
G900115085	G900115085.part_FOVF01000010.1
G001469845	G001469845.part_NZ_LNOS01000001.1
G000797445	G000797445.part_NZ_JSWF01000017.1
G000379665	G000379665.part_NZ_KB903371.1
G000519205	G000519205.part_NZ_JAFB01000026.1
G000424365	G000424365.part_NZ_KE384175.1
G001307035	G001307035.part_NZ_LKIU01000005.1
G000417585	G000417585.part_NZ_KE359643.1
G001649505	G001649505.part_NZ_LVYG01000014.1
G000300855	G000300855.part_NZ_ALJF01000023.1
G001423045	G001423045.part_NZ_LMNR01000001.1
G001308105	G001308105.part_NZ_CP012860.1
G002006995	G002006995.part_NZ_MRUL01000006.1
G000429865	G000429865.part_NZ_AUCR01000014.1
G900129715	G900129715.part_NZ_FQWP01000004.1
G001431485	G001431485.part_NZ_LDJM01000014.1
G000981645	G000981645.part_LAQC01000003.1
G001825445	G001825445.part_MHWX01000003.1
G900112935	G900112935.part_FONM01000008.1
G001924935	G001924935.part_NZ_LQXI01000013.1
G000504165	G000504165.part_NZ_KI632505.1
G000282595	G000282595.part_NZ_AKIZ01000003.1
G001005215	G001005215.part_NZ_LBNQ01000009.1
G000518105	G000518105.part_NZ_JACY01000007.1
G001488575	G001488575.part_NZ_LN831305.1
G900110905	G900110905.part_FOFH01000001.1
G900115845	G900115845.part_NZ_FOXX01000013.1
G001769835	G001769835.part_MEPR01000040.1
G000497755	G000497755.part_NZ_AYOD01000005.1
G000745975	G000745975.part_NZ_JQKJ01000001.1
G001025035	G001025035.part_NZ_LCZK01000005.1
G900101965	G900101965.part_FNAP01000010.1
G000220585	G000220585.part_NZ_AFOE01000006.1
G001769705	G001769705.part_MEPF01000002.1
G001889965	G001889965.part_MOEI01000004.1
G000376225	G000376225.part_NZ_AQXL01000131.1
G000741765	G000741765.part_NZ_JGZU01000009.1
G000688415	G000688415.part_NZ_JIAH01000010.1
G000286115	G000286115.part_NZ_ALAD01000024.1
G000245075	G000245075.part_NZ_JH599955.1
G000224335	G000224335.part_NZ_AFXZ01000067.1
G001969385	G001969385.part_NZ_CP014797.1
G000717335	G000717335.part_NZ_JNYZ01000024.1
G000717475	G000717475.part_NZ_JPIK01000028.1
G000445105	G000445105.part_NZ_ATDP01000071.1
G000450985	G000450985.part_NZ_AVMC01000009.1
G001812395	G001812395.part_NZ_KV808743.1
G000711975	G000711975.part_NZ_KL544001.1
G001708185	G001708185.part_NZ_MDDN01000007.1
G000620645	G000620645.part_NZ_JIAV01000015.1
G000436215	G000436215.part_FR884985.1
G000309585	G000309585.part_NZ_AFYK01000015.1
G000300115	G000300115.part_NZ_JH930357.1
G000519205	G000519205.part_NZ_JAFB01000019.1
G000745975	G000745975.part_NZ_JQKJ01000003.1
G001025035	G001025035.part_NZ_LCZK01000007.1
G000797445	G000797445.part_NZ_JSWF01000028.1
G900101965	G900101965.part_FNAP01000012.1
G000220585	G000220585.part_NZ_AFOE01000004.1
G001769705	G001769705.part_MEPF01000045.1
G000426565	G000426565.part_NZ_AUFP01000006.1
G001898495	G001898495.part_MKUA01000001.1
G000376225	G000376225.part_NZ_AQXL01000133.1
G001830805	G001830805.part_MICH01000002.1
G000518105	G000518105.part_NZ_JACY01000005.1
G000686845	G000686845.part_NZ_JMLS01000009.1
G900110905	G900110905.part_FOFH01000003.1
G900115845	G900115845.part_NZ_FOXX01000011.1
G000712035	G000712035.part_NZ_JONV01000011.1
G000991295	G000991295.part_LBRG01000002.1
G001790445	G001790445.part_MGCQ01000009.1
G001924935	G001924935.part_NZ_LQXI01000011.1
G000934435	G000934435.part_NZ_JXIJ01000107.1
G001427385	G001427385.part_NZ_LMGJ01000002.1
G001438725	G001438725.part_NZ_JQBC01000002.1
G000504165	G000504165.part_NZ_KI632507.1
G000282595	G000282595.part_NZ_AKIZ01000001.1
G900129715	G900129715.part_NZ_FQWP01000006.1
G001582555	G001582555.part_NZ_LBAG01000008.1
G000768875	G000768875.part_NZ_JRAO01000030.1
G001469845	G001469845.part_NZ_LNOS01000086.1
G001676225	G001676225.part_NZ_LZEY01000034.1
G001708185	G001708185.part_NZ_MDDN01000005.1
G001894865	G001894865.part_NZ_BCXA01000003.1
G001800985	G001800985.part_MGWM01000005.1
G000717335	G000717335.part_NZ_JNYZ01000026.1
G000445105	G000445105.part_NZ_ATDP01000073.1
G000688415	G000688415.part_NZ_JIAH01000012.1
G000436435	G000436435.part_FR885849.1
G001316245	G001316245.part_NZ_BBDM01000002.1
G000286115	G000286115.part_NZ_ALAD01000026.1
G000297775	G000297775.part_NZ_JH815521.1
G000717475	G000717475.part_NZ_JPIK01000017.1
G001560635	G001560635.part_NZ_LPSK01000005.1
G000469445	G000469445.part_NZ_KI271762.1
G000179775	G000179775.part_NZ_AEEB01000017.1
G000702885	G000702885.part_NZ_JNKO01000006.1
G001812395	G001812395.part_NZ_KV808739.1
G001771345	G001771345.part_METO01000018.1
G000492175	G000492175.part_NZ_KI535336.1
G900102125	G900102125.part_FNAZ01000001.1
G001570425	G001570425.part_NZ_BCSX01000044.1
G000172095	G000172095.part_NZ_ABID01000005.1
G000300115	G000300115.part_NZ_JH930368.1
G001312505	G001312505.part_NZ_BBDW01000010.1
G001438695	G001438695.part_NZ_JQBH01000002.1
G001969465	G001969465.part_CP019159.1
G001280505	G001280505.part_NZ_LBIO01000040.1
G000989435	G000989435.part_LBOJ01000001.1
G001308105	G001308105.part_NZ_CP012862.1
G000429045	G000429045.part_NZ_AUBC01000018.1
G002006995	G002006995.part_NZ_MRUL01000004.1
G001423045	G001423045.part_NZ_LMNR01000003.1
G000379665	G000379665.part_NZ_KB903373.1
G000519205	G000519205.part_NZ_JAFB01000024.1
G001649505	G001649505.part_NZ_LVYG01000016.1
G000007705	G000007705.part_NC_005085.1
G000337675	G000337675.part_NZ_AOIB01000013.1
G900101015	G900101015.part_FNFZ01000014.1
G001468855	G001468855.part_LDIV01000003.1
G001292625	G001292625.part_NZ_LAJH01000013.1
G900115085	G900115085.part_FOVF01000012.1
G000445105	G000445105.part_NZ_ATDP01000097.1
G001774335	G001774335.part_MEZR01000012.1
G000163775	G000163775.part_NZ_JH815302.1
G000744875	G000744875.part_NZ_JQMT01000001.1
G000430745	G000430745.part_NZ_AUMP01000006.1
G000684975	G000684975.part_NZ_BAXZ01000015.1
G000220545	G000220545.part_NZ_AFPL01000045.1
G900111915	G900111915.part_NZ_FOJX01000006.1
G001795545	G001795545.part_MGPM01000006.1
G000444565	G000444565.part_NZ_APBU01000056.1
G000423405	G000423405.part_NZ_AUHX01000004.1
G900110675	G900110675.part_FOEN01000001.1
G000334955	G000334955.part_NZ_KB372782.1
G900089455	G900089455.part_NZ_FLRC01000002.1
G000165465	G000165465.part_NC_017455.1
G000711975	G000711975.part_NZ_JONT01000004.1
G900115845	G900115845.part_NZ_FOXX01000008.1
G000337675	G000337675.part_NZ_AOIB01000037.1
G900113925	G900113925.part_FORD01000005.1
G001005215	G001005215.part_NZ_LBNQ01000012.1
G000712035	G000712035.part_NZ_JONV01000008.1
G000318295	G000318295.part_NZ_KB291407.1
G900119765	G900119765.part_NZ_LT632614.1
G000797445	G000797445.part_NZ_JSWF01000031.1
G000719275	G000719275.part_NZ_JOFP01000001.1
G900115215	G900115215.part_FOVQ01000007.1
G001469845	G001469845.part_NZ_LNOS01000062.1
G000026125	G000026125.part_NC_009138.1
G001769705	G001769705.part_MEPF01000019.1
G001512545	G001512545.part_LFSI01000083.1
G000591415	G000591415.part_NZ_JEMF01000018.1
G001582555	G001582555.part_NZ_LBAG01000011.1
G000981645	G000981645.part_LAQC01000018.1
G001772695	G001772695.part_MEVI01000001.1
G000430585	G000430585.part_NZ_AUMH01000005.1
G000428145	G000428145.part_NZ_ATZJ01000005.1
G000282595	G000282595.part_NZ_AKIZ01000018.1
G000382265	G000382265.part_NZ_KB907985.1
G001074355	G001074355.part_NZ_JUTO01000024.1
G000382085	G000382085.part_NZ_KB907512.1
G000591415	G000591415.part_NZ_JEMF01000025.1
G000429045	G000429045.part_NZ_AUBC01000001.1
G000993365	G000993365.part_LBWA01000004.1
G000832305	G000832305.part_NZ_CP010536.1
G001870905	G001870905.part_NZ_LNDC01000095.1
G000173655	G000173655.part_NZ_ABZU01000005.1
G001682385	G001682385.part_NZ_CP016210.1
G000220585	G000220585.part_NZ_AFOE01000020.1
G001898495	G001898495.part_MKUA01000025.1
G001469535	G001469535.part_NZ_LFRH01000003.1
G000382265	G000382265.part_NZ_KB907978.1
G000437435	G000437435.part_FR899620.1
G000701305	G000701305.part_NZ_JNIG01000011.1
G000508965	G000508965.part_NZ_BAHV02000008.1
G000445145	G000445145.part_NZ_ATIB01000036.1
G000156175	G000156175.part_NZ_GG692710.1
G900112605	G900112605.part_FOMJ01000006.1
G000307245	G000307245.part_NZ_DF158878.1
G000717335	G000717335.part_NZ_JNYZ01000002.1
G000382245	G000382245.part_NZ_KB907874.1
G900142495	G900142495.part_NZ_FRBA01000004.1
G000429305	G000429305.part_NZ_AUBP01000017.1
G000192925	G000192925.part_NZ_AERE01000006.1
G000192925	G000192925.part_NZ_AERE01000043.1
G001312505	G001312505.part_NZ_BBDW01000009.1
G001767605	G001767605.part_MELM01000044.1
G000436935	G000436935.part_FR891761.1
G001570425	G001570425.part_NZ_BCSX01000018.1
G000300115	G000300115.part_NZ_JH930371.1
